#    L    TxT            TxE            TxP            TxW1           TxW2           ExT            ExE            ExP            ExW1           ExW2           PxT            PxE            PxP            PxW1           PxW2           W1xT           W1xE           W1xP           W1xW1          W1xW2          W2xT           W2xE           W2xP           W2xW1          W2xW2       
    14   0.812748E+03   0.105670E+01   0.213366E-02   0.776048E-01   0.190418E-02   0.105670E+01   0.633315E-02   0.261058E-05   0.631574E-05   0.102735E-06   0.213366E-02   0.261058E-05   0.117151E-06   0.383055E-05   0.123677E-06   0.776048E-01   0.631574E-05   0.383055E-05   0.438657E-03   0.600338E-05   0.190418E-02   0.102735E-06   0.123677E-06   0.600338E-05   0.384155E-06
    15   0.818260E+03   0.109566E+01   0.205596E-02   0.781576E-01   0.186218E-02   0.109566E+01   0.563975E-02   0.129108E-05   0.589891E-05   0.103961E-06   0.205596E-02   0.129108E-05   0.119436E-06   0.411108E-05   0.127781E-06   0.781576E-01   0.589891E-05   0.411108E-05   0.500298E-03   0.679486E-05   0.186218E-02   0.103961E-06   0.127781E-06   0.679486E-05   0.416675E-06
    16   0.825972E+03   0.116074E+01   0.198156E-02   0.784016E-01   0.181805E-02   0.116074E+01   0.536204E-02  -0.533183E-07   0.548271E-05   0.106852E-06   0.198156E-02  -0.533183E-07   0.121452E-06   0.437761E-05   0.131394E-06   0.784016E-01   0.548271E-05   0.437761E-05   0.564463E-03   0.760596E-05   0.181805E-02   0.106852E-06   0.131394E-06   0.760596E-05   0.448443E-06
    17   0.835615E+03   0.123455E+01   0.191102E-02   0.783713E-01   0.177254E-02   0.123455E+01   0.545681E-02  -0.127410E-05   0.522501E-05   0.106896E-06   0.191102E-02  -0.127410E-05   0.123226E-06   0.462935E-05   0.134560E-06   0.783713E-01   0.522501E-05   0.462935E-05   0.630748E-03   0.843146E-05   0.177254E-02   0.106896E-06   0.134560E-06   0.843146E-05   0.479427E-06
    18   0.845955E+03   0.130491E+01   0.184527E-02   0.781047E-01   0.172639E-02   0.130491E+01   0.579886E-02  -0.222850E-05   0.531390E-05   0.102944E-06   0.184527E-02  -0.222850E-05   0.124793E-06   0.486599E-05   0.137330E-06   0.781047E-01   0.531390E-05   0.486599E-05   0.698770E-03   0.926679E-05   0.172639E-02   0.102944E-06   0.137330E-06   0.926679E-05   0.509634E-06
    19   0.857723E+03   0.137156E+01   0.178291E-02   0.776249E-01   0.167994E-02   0.137156E+01   0.625613E-02  -0.275765E-05   0.547677E-05   0.966389E-07   0.178291E-02  -0.275765E-05   0.126164E-06   0.508679E-05   0.139731E-06   0.776249E-01   0.547677E-05   0.508679E-05   0.768068E-03   0.101064E-04   0.167994E-02   0.966389E-07   0.139731E-06   0.101064E-04   0.539022E-06
    20   0.869301E+03   0.142773E+01   0.172251E-02   0.769547E-01   0.163346E-02   0.142773E+01   0.671397E-02  -0.276061E-05   0.540452E-05   0.900835E-07   0.172251E-02  -0.276061E-05   0.127348E-06   0.529113E-05   0.141788E-06   0.769547E-01   0.540452E-05   0.529113E-05   0.838189E-03   0.109452E-04   0.163346E-02   0.900835E-07   0.141788E-06   0.109452E-04   0.567555E-06
    21   0.881406E+03   0.147545E+01   0.166461E-02   0.761306E-01   0.158737E-02   0.147545E+01   0.721441E-02  -0.238403E-05   0.510264E-05   0.844399E-07   0.166461E-02  -0.238403E-05   0.128367E-06   0.547930E-05   0.143538E-06   0.761306E-01   0.510264E-05   0.547930E-05   0.908790E-03   0.117798E-04   0.158737E-02   0.844399E-07   0.143538E-06   0.117798E-04   0.595271E-06
    22   0.894076E+03   0.151451E+01   0.160999E-02   0.751849E-01   0.154206E-02   0.151451E+01   0.785415E-02  -0.182879E-05   0.468408E-05   0.805147E-07   0.160999E-02  -0.182879E-05   0.129242E-06   0.565176E-05   0.145019E-06   0.751849E-01   0.468408E-05   0.565176E-05   0.979550E-03   0.126074E-04   0.154206E-02   0.805147E-07   0.145019E-06   0.126074E-04   0.622219E-06
    23   0.906877E+03   0.155030E+01   0.155817E-02   0.741184E-01   0.149755E-02   0.155030E+01   0.871940E-02  -0.126494E-05   0.437715E-05   0.786344E-07   0.155817E-02  -0.126494E-05   0.129983E-06   0.580872E-05   0.146255E-06   0.741184E-01   0.437715E-05   0.580872E-05   0.105013E-02   0.134247E-04   0.149755E-02   0.786344E-07   0.146255E-06   0.134247E-04   0.648407E-06
    24   0.920076E+03   0.158843E+01   0.150851E-02   0.729321E-01   0.145385E-02   0.158843E+01   0.987728E-02  -0.819574E-06   0.434574E-05   0.785666E-07   0.150851E-02  -0.819574E-06   0.130597E-06   0.595039E-05   0.147265E-06   0.729321E-01   0.434574E-05   0.595039E-05   0.112021E-02   0.142287E-04   0.145385E-02   0.785666E-07   0.147265E-06   0.142287E-04   0.673843E-06
    25   0.933798E+03   0.162530E+01   0.146096E-02   0.716582E-01   0.141120E-02   0.162530E+01   0.112981E-01  -0.478884E-06   0.438070E-05   0.783255E-07   0.146096E-02  -0.478884E-06   0.131096E-06   0.607738E-05   0.148073E-06   0.716582E-01   0.438070E-05   0.607738E-05   0.118954E-02   0.150177E-04   0.141120E-02   0.783255E-07   0.148073E-06   0.150177E-04   0.698560E-06
    26   0.947555E+03   0.166679E+01   0.141560E-02   0.703305E-01   0.136985E-02   0.166679E+01   0.129435E-01  -0.214941E-06   0.424595E-05   0.759701E-07   0.141560E-02  -0.214941E-06   0.131491E-06   0.619040E-05   0.148703E-06   0.703305E-01   0.424595E-05   0.619040E-05   0.125788E-02   0.157903E-04   0.136985E-02   0.759701E-07   0.148703E-06   0.157903E-04   0.722599E-06
    27   0.961757E+03   0.171308E+01   0.137262E-02   0.689551E-01   0.132976E-02   0.171308E+01   0.148130E-01  -0.842933E-07   0.397057E-05   0.714941E-07   0.137262E-02  -0.842933E-07   0.131792E-06   0.629017E-05   0.149175E-06   0.689551E-01   0.397057E-05   0.629017E-05   0.132505E-02   0.165453E-04   0.132976E-02   0.714941E-07   0.149175E-06   0.165453E-04   0.745997E-06
    28   0.976240E+03   0.175781E+01   0.133214E-02   0.675343E-01   0.129084E-02   0.175781E+01   0.168905E-01  -0.147026E-06   0.364718E-05   0.655169E-07   0.133214E-02  -0.147026E-06   0.132006E-06   0.637734E-05   0.149504E-06   0.675343E-01   0.364718E-05   0.637734E-05   0.139090E-02   0.172816E-04   0.129084E-02   0.655169E-07   0.149504E-06   0.172816E-04   0.768780E-06
    29   0.990947E+03   0.180362E+01   0.129391E-02   0.660814E-01   0.125312E-02   0.180362E+01   0.191606E-01  -0.392899E-06   0.335731E-05   0.592265E-07   0.129391E-02  -0.392899E-06   0.132134E-06   0.645242E-05   0.149700E-06   0.660814E-01   0.335731E-05   0.645242E-05   0.145521E-02   0.179981E-04   0.125312E-02   0.592265E-07   0.149700E-06   0.179981E-04   0.790936E-06
    30   0.100609E+04   0.184075E+01   0.125758E-02   0.646109E-01   0.121668E-02   0.184075E+01   0.216116E-01  -0.771465E-06   0.316759E-05   0.538101E-07   0.125758E-02  -0.771465E-06   0.132176E-06   0.651595E-05   0.149770E-06   0.646109E-01   0.316759E-05   0.651595E-05   0.151784E-02   0.186941E-04   0.121668E-02   0.538101E-07   0.149770E-06   0.186941E-04   0.812459E-06
    31   0.102103E+04   0.187475E+01   0.122263E-02   0.631316E-01   0.118150E-02   0.187475E+01   0.242400E-01  -0.114177E-05   0.309617E-05   0.498833E-07   0.122263E-02  -0.114177E-05   0.132145E-06   0.656898E-05   0.149734E-06   0.631316E-01   0.309617E-05   0.656898E-05   0.157877E-02   0.193703E-04   0.118150E-02   0.498833E-07   0.149734E-06   0.193703E-04   0.833406E-06
    32   0.103656E+04   0.189662E+01   0.118870E-02   0.616511E-01   0.114757E-02   0.189662E+01   0.270722E-01  -0.136904E-05   0.314076E-05   0.477544E-07   0.118870E-02  -0.136904E-05   0.132052E-06   0.661259E-05   0.149609E-06   0.616511E-01   0.314076E-05   0.661259E-05   0.163802E-02   0.200276E-04   0.114757E-02   0.477544E-07   0.149609E-06   0.200276E-04   0.853837E-06
    33   0.105216E+04   0.190813E+01   0.115609E-02   0.601762E-01   0.111486E-02   0.190813E+01   0.300806E-01  -0.143368E-05   0.326589E-05   0.470727E-07   0.115609E-02  -0.143368E-05   0.131901E-06   0.664756E-05   0.149406E-06   0.601762E-01   0.326589E-05   0.664756E-05   0.169556E-02   0.206667E-04   0.111486E-02   0.470727E-07   0.149406E-06   0.206667E-04   0.873769E-06
    34   0.106783E+04   0.191394E+01   0.112515E-02   0.587138E-01   0.108334E-02   0.191394E+01   0.332957E-01  -0.136118E-05   0.342707E-05   0.473097E-07   0.112515E-02  -0.136118E-05   0.131695E-06   0.667460E-05   0.149131E-06   0.587138E-01   0.342707E-05   0.667460E-05   0.175139E-02   0.212884E-04   0.108334E-02   0.473097E-07   0.149131E-06   0.212884E-04   0.893209E-06
    35   0.108418E+04   0.190261E+01   0.109576E-02   0.572696E-01   0.105301E-02   0.190261E+01   0.366984E-01  -0.124225E-05   0.357690E-05   0.478845E-07   0.109576E-02  -0.124225E-05   0.131437E-06   0.669448E-05   0.148793E-06   0.572696E-01   0.357690E-05   0.669448E-05   0.180553E-02   0.218935E-04   0.105301E-02   0.478845E-07   0.148793E-06   0.218935E-04   0.912176E-06
    36   0.110031E+04   0.188163E+01   0.106766E-02   0.558486E-01   0.102387E-02   0.188163E+01   0.402961E-01  -0.115851E-05   0.367162E-05   0.482455E-07   0.106766E-02  -0.115851E-05   0.131133E-06   0.670795E-05   0.148400E-06   0.558486E-01   0.367162E-05   0.670795E-05   0.185806E-02   0.224832E-04   0.102387E-02   0.482455E-07   0.148400E-06   0.224832E-04   0.930690E-06
    37   0.111670E+04   0.184633E+01   0.104049E-02   0.544547E-01   0.995847E-03   0.184633E+01   0.441455E-01  -0.109030E-05   0.368483E-05   0.480111E-07   0.104049E-02  -0.109030E-05   0.130785E-06   0.671575E-05   0.147959E-06   0.544547E-01   0.368483E-05   0.671575E-05   0.190904E-02   0.230586E-04   0.995847E-03   0.480111E-07   0.147959E-06   0.230586E-04   0.948766E-06
    38   0.113345E+04   0.180074E+01   0.101394E-02   0.530913E-01   0.968861E-03   0.180074E+01   0.482705E-01  -0.100219E-05   0.360340E-05   0.469437E-07   0.101394E-02  -0.100219E-05   0.130398E-06   0.671856E-05   0.147476E-06   0.530913E-01   0.360340E-05   0.671856E-05   0.195855E-02   0.236210E-04   0.968861E-03   0.469437E-07   0.147476E-06   0.236210E-04   0.966421E-06
    39   0.115044E+04   0.174622E+01   0.988180E-03   0.517608E-01   0.942882E-03   0.174622E+01   0.526632E-01  -0.897048E-06   0.345000E-05   0.452114E-07   0.988180E-03  -0.897048E-06   0.129973E-06   0.671700E-05   0.146955E-06   0.517608E-01   0.345000E-05   0.671700E-05   0.200671E-02   0.241717E-04   0.942882E-03   0.452114E-07   0.146955E-06   0.241717E-04   0.983660E-06
    40   0.116762E+04   0.168243E+01   0.963455E-03   0.504653E-01   0.917887E-03   0.168243E+01   0.573104E-01  -0.787300E-06   0.325624E-05   0.430835E-07   0.963455E-03  -0.787300E-06   0.129513E-06   0.671165E-05   0.146400E-06   0.504653E-01   0.325624E-05   0.671165E-05   0.205360E-02   0.247118E-04   0.917887E-03   0.430835E-07   0.146400E-06   0.247118E-04   0.100049E-05
    41   0.118491E+04   0.160926E+01   0.939962E-03   0.492068E-01   0.893851E-03   0.160926E+01   0.622037E-01  -0.683808E-06   0.304840E-05   0.407783E-07   0.939962E-03  -0.683808E-06   0.129020E-06   0.670311E-05   0.145816E-06   0.492068E-01   0.304840E-05   0.670311E-05   0.209932E-02   0.252425E-04   0.893851E-03   0.407783E-07   0.145816E-06   0.252425E-04   0.101692E-05
    42   0.120231E+04   0.152734E+01   0.917640E-03   0.479863E-01   0.870738E-03   0.152734E+01   0.673530E-01  -0.591124E-06   0.283150E-05   0.383103E-07   0.917640E-03  -0.591124E-06   0.128496E-06   0.669185E-05   0.145206E-06   0.479863E-01   0.283150E-05   0.669185E-05   0.214402E-02   0.257653E-04   0.870738E-03   0.383103E-07   0.145206E-06   0.257653E-04   0.103295E-05
    43   0.121983E+04   0.143708E+01   0.896362E-03   0.468045E-01   0.848506E-03   0.143708E+01   0.727729E-01  -0.512220E-06   0.260523E-05   0.356426E-07   0.896362E-03  -0.512220E-06   0.127944E-06   0.667837E-05   0.144573E-06   0.468045E-01   0.260523E-05   0.667837E-05   0.218783E-02   0.262812E-04   0.848506E-03   0.356426E-07   0.144573E-06   0.262812E-04   0.104860E-05
    44   0.123754E+04   0.133732E+01   0.876002E-03   0.456622E-01   0.827115E-03   0.133732E+01   0.784757E-01  -0.450070E-06   0.236927E-05   0.327384E-07   0.876002E-03  -0.450070E-06   0.127366E-06   0.666315E-05   0.143921E-06   0.456622E-01   0.236927E-05   0.666315E-05   0.223089E-02   0.267917E-04   0.827115E-03   0.327384E-07   0.143921E-06   0.267917E-04   0.106387E-05
    45   0.125548E+04   0.122656E+01   0.856433E-03   0.445603E-01   0.806526E-03   0.122656E+01   0.844708E-01  -0.407647E-06   0.212333E-05   0.295610E-07   0.856433E-03  -0.407647E-06   0.126764E-06   0.664665E-05   0.143253E-06   0.445603E-01   0.212333E-05   0.664665E-05   0.227335E-02   0.272980E-04   0.806526E-03   0.295610E-07   0.143253E-06   0.272980E-04   0.107879E-05
    46   0.127364E+04   0.110383E+01   0.837539E-03   0.434993E-01   0.786700E-03   0.110383E+01   0.907624E-01  -0.386282E-06   0.186989E-05   0.261197E-07   0.837539E-03  -0.386282E-06   0.126142E-06   0.662934E-05   0.142573E-06   0.434993E-01   0.186989E-05   0.662934E-05   0.231534E-02   0.278013E-04   0.786700E-03   0.261197E-07   0.142573E-06   0.278013E-04   0.109334E-05
    47   0.129198E+04   0.968337E+00   0.819243E-03   0.424787E-01   0.767604E-03   0.968337E+00   0.973453E-01  -0.380747E-06   0.162270E-05   0.226086E-07   0.819243E-03  -0.380747E-06   0.125500E-06   0.661151E-05   0.141881E-06   0.424787E-01   0.162270E-05   0.661151E-05   0.235699E-02   0.283025E-04   0.767604E-03   0.226086E-07   0.141881E-06   0.283025E-04   0.110755E-05
    48   0.131050E+04   0.819310E+00   0.801477E-03   0.414978E-01   0.749209E-03   0.819310E+00   0.104205E+00  -0.384169E-06   0.139831E-05   0.192678E-07   0.801477E-03  -0.384169E-06   0.124840E-06   0.659343E-05   0.141181E-06   0.414978E-01   0.139831E-05   0.659343E-05   0.239844E-02   0.288024E-04   0.749209E-03   0.192678E-07   0.141181E-06   0.288024E-04   0.112143E-05
    49   0.132917E+04   0.656058E+00   0.784176E-03   0.405561E-01   0.731484E-03   0.656058E+00   0.111326E+00  -0.389677E-06   0.121326E-05   0.163375E-07   0.784176E-03  -0.389677E-06   0.124165E-06   0.657537E-05   0.140473E-06   0.405561E-01   0.121326E-05   0.657537E-05   0.243980E-02   0.293020E-04   0.731484E-03   0.163375E-07   0.140473E-06   0.293020E-04   0.113496E-05
    50   0.134807E+04   0.478025E+00   0.767272E-03   0.396528E-01   0.714399E-03   0.478025E+00   0.118705E+00  -0.390401E-06   0.108412E-05   0.140578E-07   0.767272E-03  -0.390401E-06   0.123475E-06   0.655760E-05   0.139760E-06   0.396528E-01   0.108412E-05   0.655760E-05   0.248122E-02   0.298019E-04   0.714399E-03   0.140578E-07   0.139760E-06   0.298019E-04   0.114818E-05
    51   0.136724E+04   0.285098E+00   0.750725E-03   0.387872E-01   0.697924E-03   0.285098E+00   0.126341E+00  -0.381739E-06   0.102172E-05   0.126074E-07   0.750725E-03  -0.381739E-06   0.122772E-06   0.654036E-05   0.139043E-06   0.387872E-01   0.102172E-05   0.654036E-05   0.252282E-02   0.303029E-04   0.697924E-03   0.126074E-07   0.139043E-06   0.303029E-04   0.116107E-05
    52   0.138664E+04   0.787222E-01   0.734603E-03   0.379580E-01   0.682033E-03   0.787222E-01   0.134245E+00  -0.368170E-06   0.101416E-05   0.119190E-07   0.734603E-03  -0.368170E-06   0.122058E-06   0.652377E-05   0.138322E-06   0.379580E-01   0.101416E-05   0.652377E-05   0.256467E-02   0.308054E-04   0.682033E-03   0.119190E-07   0.138322E-06   0.308054E-04   0.117365E-05
    53   0.140620E+04  -0.139478E+00   0.719003E-03   0.371641E-01   0.666699E-03  -0.139478E+00   0.142429E+00  -0.356445E-06   0.104382E-05   0.118637E-07   0.719003E-03  -0.356445E-06   0.121332E-06   0.650793E-05   0.137599E-06   0.371641E-01   0.104382E-05   0.650793E-05   0.260687E-02   0.313094E-04   0.666699E-03   0.118637E-07   0.137599E-06   0.313094E-04   0.118591E-05
    54   0.142590E+04  -0.368736E+00   0.704020E-03   0.364040E-01   0.651896E-03  -0.368736E+00   0.150902E+00  -0.353312E-06   0.109308E-05   0.123125E-07   0.704020E-03  -0.353312E-06   0.120597E-06   0.649294E-05   0.136874E-06   0.364040E-01   0.109308E-05   0.649294E-05   0.264949E-02   0.318153E-04   0.651896E-03   0.123125E-07   0.136874E-06   0.318153E-04   0.119787E-05
    55   0.144572E+04  -0.608655E+00   0.689750E-03   0.356766E-01   0.637599E-03  -0.608655E+00   0.159678E+00  -0.365522E-06   0.114435E-05   0.131367E-07   0.689750E-03  -0.365522E-06   0.119853E-06   0.647889E-05   0.136147E-06   0.356766E-01   0.114435E-05   0.647889E-05   0.269261E-02   0.323231E-04   0.637599E-03   0.131367E-07   0.136147E-06   0.323231E-04   0.120953E-05
    56   0.146579E+04  -0.859694E+00   0.676244E-03   0.349804E-01   0.623783E-03  -0.859694E+00   0.168760E+00  -0.396966E-06   0.118235E-05   0.141987E-07   0.676244E-03  -0.396966E-06   0.119101E-06   0.646585E-05   0.135420E-06   0.349804E-01   0.118235E-05   0.646585E-05   0.273631E-02   0.328331E-04   0.623783E-03   0.141987E-07   0.135420E-06   0.328331E-04   0.122089E-05
    57   0.148621E+04  -0.112316E+01   0.663380E-03   0.343141E-01   0.610427E-03  -0.112316E+01   0.178140E+00  -0.440106E-06   0.120125E-05   0.153267E-07   0.663380E-03  -0.440106E-06   0.118342E-06   0.645381E-05   0.134693E-06   0.343141E-01   0.120125E-05   0.645381E-05   0.278061E-02   0.333448E-04   0.610427E-03   0.153267E-07   0.134693E-06   0.333448E-04   0.123195E-05
    58   0.150692E+04  -0.139991E+01   0.650990E-03   0.336759E-01   0.597509E-03  -0.139991E+01   0.187812E+00  -0.484546E-06   0.119755E-05   0.163403E-07   0.650990E-03  -0.484546E-06   0.117577E-06   0.644274E-05   0.133966E-06   0.336759E-01   0.119755E-05   0.644274E-05   0.282552E-02   0.338579E-04   0.597509E-03   0.163403E-07   0.133966E-06   0.338579E-04   0.124272E-05
    59   0.152783E+04  -0.169048E+01   0.638910E-03   0.330644E-01   0.585011E-03  -0.169048E+01   0.197767E+00  -0.519891E-06   0.116775E-05   0.170590E-07   0.638910E-03  -0.519891E-06   0.116805E-06   0.643262E-05   0.133238E-06   0.330644E-01   0.116775E-05   0.643262E-05   0.287105E-02   0.343721E-04   0.585011E-03   0.170590E-07   0.133238E-06   0.343721E-04   0.125320E-05
    60   0.154893E+04  -0.199502E+01   0.626971E-03   0.324780E-01   0.572912E-03  -0.199502E+01   0.207991E+00  -0.535744E-06   0.110837E-05   0.173023E-07   0.626971E-03  -0.535744E-06   0.116028E-06   0.642339E-05   0.132510E-06   0.324780E-01   0.110837E-05   0.642339E-05   0.291723E-02   0.348868E-04   0.572912E-03   0.173023E-07   0.132510E-06   0.348868E-04   0.126339E-05
    61   0.157022E+04  -0.231354E+01   0.615055E-03   0.319152E-01   0.561193E-03  -0.231354E+01   0.218472E+00  -0.526246E-06   0.101834E-05   0.169481E-07   0.615055E-03  -0.526246E-06   0.115245E-06   0.641504E-05   0.131782E-06   0.319152E-01   0.101834E-05   0.641504E-05   0.296405E-02   0.354018E-04   0.561193E-03   0.169481E-07   0.131782E-06   0.354018E-04   0.127329E-05
    62   0.159171E+04  -0.264584E+01   0.603235E-03   0.313747E-01   0.549840E-03  -0.264584E+01   0.229207E+00  -0.503678E-06   0.906287E-06   0.161074E-07   0.603235E-03  -0.503678E-06   0.114459E-06   0.640749E-05   0.131054E-06   0.313747E-01   0.906287E-06   0.640749E-05   0.301149E-02   0.359164E-04   0.549840E-03   0.161074E-07   0.131054E-06   0.359164E-04   0.128291E-05
    63   0.161342E+04  -0.299171E+01   0.591627E-03   0.308552E-01   0.538838E-03  -0.299171E+01   0.240194E+00  -0.484857E-06   0.783286E-06   0.149498E-07   0.591627E-03  -0.484857E-06   0.113670E-06   0.640067E-05   0.130327E-06   0.308552E-01   0.783286E-06   0.640067E-05   0.305950E-02   0.364302E-04   0.538838E-03   0.149498E-07   0.130327E-06   0.364302E-04   0.129226E-05
    64   0.163536E+04  -0.335091E+01   0.580354E-03   0.303555E-01   0.528176E-03  -0.335091E+01   0.251434E+00  -0.486600E-06   0.660396E-06   0.136445E-07   0.580354E-03  -0.486600E-06   0.112879E-06   0.639452E-05   0.129602E-06   0.303555E-01   0.660396E-06   0.639452E-05   0.310806E-02   0.369425E-04   0.528176E-03   0.136445E-07   0.129602E-06   0.369425E-04   0.130135E-05
    65   0.165757E+04  -0.372329E+01   0.569532E-03   0.298744E-01   0.517840E-03  -0.372329E+01   0.262926E+00  -0.525725E-06   0.548678E-06   0.123610E-07   0.569532E-03  -0.525725E-06   0.112086E-06   0.638896E-05   0.128879E-06   0.298744E-01   0.548678E-06   0.638896E-05   0.315713E-02   0.374529E-04   0.517840E-03   0.123610E-07   0.128879E-06   0.374529E-04   0.131019E-05
    66   0.168007E+04  -0.410873E+01   0.559253E-03   0.294105E-01   0.507815E-03  -0.410873E+01   0.274666E+00  -0.612091E-06   0.456738E-06   0.112352E-07   0.559253E-03  -0.612091E-06   0.111293E-06   0.638391E-05   0.128159E-06   0.294105E-01   0.456738E-06   0.638391E-05   0.320666E-02   0.379607E-04   0.507815E-03   0.112352E-07   0.128159E-06   0.379607E-04   0.131879E-05
    67   0.170285E+04  -0.450659E+01   0.549488E-03   0.289627E-01   0.498089E-03  -0.450659E+01   0.286645E+00  -0.727737E-06   0.383356E-06   0.102694E-07   0.549488E-03  -0.727737E-06   0.110500E-06   0.637927E-05   0.127442E-06   0.289627E-01   0.383356E-06   0.637927E-05   0.325657E-02   0.384652E-04   0.498089E-03   0.102694E-07   0.127442E-06   0.384652E-04   0.132715E-05
