#    L    TxT            TxE            TxP            TxW1           TxW2           ExT            ExE            ExP            ExW1           ExW2           PxT            PxE            PxP            PxW1           PxW2           W1xT           W1xE           W1xP           W1xW1          W1xW2          W2xT           W2xE           W2xP           W2xW1          W2xW2       
    12   0.804694E+03   0.114047E+01   0.230130E-02   0.754168E-01   0.197684E-02   0.114047E+01   0.783235E-02   0.416019E-05   0.830910E-05   0.142990E-06   0.230130E-02   0.416019E-05   0.111661E-06   0.323360E-05   0.113844E-06   0.754168E-01   0.830910E-05   0.323360E-05   0.324693E-03   0.450416E-05   0.197684E-02   0.142990E-06   0.113844E-06   0.450416E-05   0.317269E-06
    13   0.808006E+03   0.106489E+01   0.221591E-02   0.767013E-01   0.194276E-02   0.106489E+01   0.717342E-02   0.369179E-05   0.709521E-05   0.115775E-06   0.221591E-02   0.369179E-05   0.114570E-06   0.353766E-05   0.119053E-06   0.767013E-01   0.709521E-05   0.353766E-05   0.379993E-03   0.523810E-05   0.194276E-02   0.115775E-06   0.119053E-06   0.523810E-05   0.351006E-06
    14   0.812923E+03   0.105733E+01   0.213352E-02   0.775887E-01   0.190382E-02   0.105733E+01   0.633798E-02   0.261638E-05   0.631598E-05   0.102742E-06   0.213352E-02   0.261638E-05   0.117131E-06   0.383007E-05   0.123666E-06   0.775887E-01   0.631598E-05   0.383007E-05   0.438605E-03   0.600271E-05   0.190382E-02   0.102742E-06   0.123666E-06   0.600271E-05   0.384126E-06
    15   0.818409E+03   0.109613E+01   0.205584E-02   0.781421E-01   0.186184E-02   0.109613E+01   0.564203E-02   0.129633E-05   0.589884E-05   0.103963E-06   0.205584E-02   0.129633E-05   0.119416E-06   0.411059E-05   0.127769E-06   0.781421E-01   0.589884E-05   0.411059E-05   0.500241E-03   0.679413E-05   0.186184E-02   0.103963E-06   0.127769E-06   0.679413E-05   0.416646E-06
    16   0.826100E+03   0.116108E+01   0.198147E-02   0.783863E-01   0.181772E-02   0.116108E+01   0.536227E-02  -0.486460E-07   0.548273E-05   0.106852E-06   0.198147E-02  -0.486460E-07   0.121432E-06   0.437711E-05   0.131382E-06   0.783863E-01   0.548273E-05   0.437711E-05   0.564402E-03   0.760518E-05   0.181772E-02   0.106852E-06   0.131382E-06   0.760518E-05   0.448413E-06
    17   0.835723E+03   0.123478E+01   0.191093E-02   0.783562E-01   0.177223E-02   0.123478E+01   0.545571E-02  -0.127001E-05   0.522521E-05   0.106897E-06   0.191093E-02  -0.127001E-05   0.123206E-06   0.462884E-05   0.134548E-06   0.783562E-01   0.522521E-05   0.462884E-05   0.630682E-03   0.843062E-05   0.177223E-02   0.106897E-06   0.134548E-06   0.843062E-05   0.479395E-06
    18   0.846045E+03   0.130508E+01   0.184518E-02   0.780899E-01   0.172610E-02   0.130508E+01   0.579719E-02  -0.222496E-05   0.531404E-05   0.102947E-06   0.184518E-02  -0.222496E-05   0.124773E-06   0.486548E-05   0.137319E-06   0.780899E-01   0.531404E-05   0.486548E-05   0.698700E-03   0.926590E-05   0.172610E-02   0.102947E-06   0.137319E-06   0.926590E-05   0.509602E-06
    19   0.857796E+03   0.137171E+01   0.178283E-02   0.776107E-01   0.167966E-02   0.137171E+01   0.625446E-02  -0.275466E-05   0.547666E-05   0.966425E-07   0.178283E-02  -0.275466E-05   0.126145E-06   0.508628E-05   0.139720E-06   0.776107E-01   0.547666E-05   0.508628E-05   0.767994E-03   0.101055E-04   0.167966E-02   0.966425E-07   0.139720E-06   0.101055E-04   0.538989E-06
    20   0.869360E+03   0.142788E+01   0.172244E-02   0.769412E-01   0.163319E-02   0.142788E+01   0.671260E-02  -0.275813E-05   0.540412E-05   0.900860E-07   0.172244E-02  -0.275813E-05   0.127329E-06   0.529061E-05   0.141777E-06   0.769412E-01   0.540412E-05   0.529061E-05   0.838112E-03   0.109442E-04   0.163319E-02   0.900860E-07   0.141777E-06   0.109442E-04   0.567521E-06
    21   0.881451E+03   0.147563E+01   0.166455E-02   0.761178E-01   0.158711E-02   0.147563E+01   0.721346E-02  -0.238203E-05   0.510208E-05   0.844410E-07   0.166455E-02  -0.238203E-05   0.128348E-06   0.547878E-05   0.143527E-06   0.761178E-01   0.510208E-05   0.547878E-05   0.908709E-03   0.117788E-04   0.158711E-02   0.844410E-07   0.143527E-06   0.117788E-04   0.595237E-06
    22   0.894108E+03   0.151475E+01   0.160994E-02   0.751724E-01   0.154181E-02   0.151475E+01   0.785359E-02  -0.182717E-05   0.468363E-05   0.805156E-07   0.160994E-02  -0.182717E-05   0.129223E-06   0.565125E-05   0.145009E-06   0.751724E-01   0.468363E-05   0.565125E-05   0.979466E-03   0.126063E-04   0.154181E-02   0.805156E-07   0.145009E-06   0.126063E-04   0.622185E-06
    23   0.906897E+03   0.155060E+01   0.155812E-02   0.741060E-01   0.149732E-02   0.155060E+01   0.871915E-02  -0.126358E-05   0.437695E-05   0.786357E-07   0.155812E-02  -0.126358E-05   0.129964E-06   0.580821E-05   0.146245E-06   0.741060E-01   0.437695E-05   0.580821E-05   0.105005E-02   0.134237E-04   0.149732E-02   0.786357E-07   0.146245E-06   0.134237E-04   0.648373E-06
    24   0.920085E+03   0.158879E+01   0.150847E-02   0.729199E-01   0.145362E-02   0.158879E+01   0.987724E-02  -0.818387E-06   0.434574E-05   0.785687E-07   0.150847E-02  -0.818387E-06   0.130579E-06   0.594988E-05   0.147255E-06   0.729199E-01   0.434574E-05   0.594988E-05   0.112012E-02   0.142276E-04   0.145362E-02   0.785687E-07   0.147255E-06   0.142276E-04   0.673808E-06
    25   0.933797E+03   0.162572E+01   0.146091E-02   0.716464E-01   0.141098E-02   0.162572E+01   0.112982E-01  -0.477786E-06   0.438086E-05   0.783284E-07   0.146091E-02  -0.477786E-06   0.131078E-06   0.607688E-05   0.148063E-06   0.716464E-01   0.438086E-05   0.607688E-05   0.118945E-02   0.150166E-04   0.141098E-02   0.783284E-07   0.148063E-06   0.150166E-04   0.698524E-06
    26   0.947544E+03   0.166726E+01   0.141556E-02   0.703191E-01   0.136964E-02   0.166726E+01   0.129437E-01  -0.213886E-06   0.424623E-05   0.759739E-07   0.141556E-02  -0.213886E-06   0.131473E-06   0.618990E-05   0.148693E-06   0.703191E-01   0.424623E-05   0.618990E-05   0.125778E-02   0.157891E-04   0.136964E-02   0.759739E-07   0.148693E-06   0.157891E-04   0.722563E-06
    27   0.961738E+03   0.171359E+01   0.137259E-02   0.689443E-01   0.132955E-02   0.171359E+01   0.148132E-01  -0.832497E-07   0.397092E-05   0.714985E-07   0.137259E-02  -0.832497E-07   0.131774E-06   0.628967E-05   0.149165E-06   0.689443E-01   0.397092E-05   0.628967E-05   0.132496E-02   0.165441E-04   0.132955E-02   0.714985E-07   0.149165E-06   0.165441E-04   0.745962E-06
    28   0.976214E+03   0.175836E+01   0.133211E-02   0.675240E-01   0.129064E-02   0.175836E+01   0.168908E-01  -0.145973E-06   0.364754E-05   0.655217E-07   0.133211E-02  -0.145973E-06   0.131989E-06   0.637686E-05   0.149495E-06   0.675240E-01   0.364754E-05   0.637686E-05   0.139080E-02   0.172804E-04   0.129064E-02   0.655217E-07   0.149495E-06   0.172804E-04   0.768744E-06
    29   0.990913E+03   0.180421E+01   0.129388E-02   0.660715E-01   0.125293E-02   0.180421E+01   0.191608E-01  -0.391831E-06   0.335763E-05   0.592313E-07   0.129388E-02  -0.391831E-06   0.132116E-06   0.645194E-05   0.149690E-06   0.660715E-01   0.335763E-05   0.645194E-05   0.145511E-02   0.179969E-04   0.125293E-02   0.592313E-07   0.149690E-06   0.179969E-04   0.790900E-06
    30   0.100605E+04   0.184135E+01   0.125755E-02   0.646012E-01   0.121649E-02   0.184135E+01   0.216119E-01  -0.770392E-06   0.316785E-05   0.538147E-07   0.125755E-02  -0.770392E-06   0.132159E-06   0.651548E-05   0.149761E-06   0.646012E-01   0.316785E-05   0.651548E-05   0.151774E-02   0.186929E-04   0.121649E-02   0.538147E-07   0.149761E-06   0.186929E-04   0.812423E-06
    31   0.102098E+04   0.187537E+01   0.122261E-02   0.631221E-01   0.118131E-02   0.187537E+01   0.242404E-01  -0.114072E-05   0.309636E-05   0.498875E-07   0.122261E-02  -0.114072E-05   0.132129E-06   0.656852E-05   0.149725E-06   0.631221E-01   0.309636E-05   0.656852E-05   0.157867E-02   0.193690E-04   0.118131E-02   0.498875E-07   0.149725E-06   0.193690E-04   0.833370E-06
    32   0.103650E+04   0.189725E+01   0.118868E-02   0.616415E-01   0.114739E-02   0.189725E+01   0.270726E-01  -0.136804E-05   0.314089E-05   0.477580E-07   0.118868E-02  -0.136804E-05   0.132036E-06   0.661214E-05   0.149601E-06   0.616415E-01   0.314089E-05   0.661214E-05   0.163792E-02   0.200263E-04   0.114739E-02   0.477580E-07   0.149601E-06   0.200263E-04   0.853801E-06
    33   0.105210E+04   0.190877E+01   0.115607E-02   0.601667E-01   0.111469E-02   0.190877E+01   0.300811E-01  -0.143275E-05   0.326597E-05   0.470754E-07   0.115607E-02  -0.143275E-05   0.131885E-06   0.664712E-05   0.149397E-06   0.601667E-01   0.326597E-05   0.664712E-05   0.169546E-02   0.206655E-04   0.111469E-02   0.470754E-07   0.149397E-06   0.206655E-04   0.873733E-06
    34   0.106777E+04   0.191459E+01   0.112513E-02   0.587043E-01   0.108317E-02   0.191459E+01   0.332965E-01  -0.136036E-05   0.342711E-05   0.473114E-07   0.112513E-02  -0.136036E-05   0.131679E-06   0.667417E-05   0.149123E-06   0.587043E-01   0.342711E-05   0.667417E-05   0.175128E-02   0.212871E-04   0.108317E-02   0.473114E-07   0.149123E-06   0.212871E-04   0.893173E-06
    35   0.108411E+04   0.190327E+01   0.109574E-02   0.572602E-01   0.105285E-02   0.190327E+01   0.366993E-01  -0.124153E-05   0.357692E-05   0.478853E-07   0.109574E-02  -0.124153E-05   0.131421E-06   0.669405E-05   0.148785E-06   0.572602E-01   0.357692E-05   0.669405E-05   0.180543E-02   0.218923E-04   0.105285E-02   0.478853E-07   0.148785E-06   0.218923E-04   0.912140E-06
    36   0.110024E+04   0.188230E+01   0.106765E-02   0.558395E-01   0.102372E-02   0.188230E+01   0.402972E-01  -0.115789E-05   0.367164E-05   0.482458E-07   0.106765E-02  -0.115789E-05   0.131117E-06   0.670754E-05   0.148393E-06   0.558395E-01   0.367164E-05   0.670754E-05   0.185796E-02   0.224819E-04   0.102372E-02   0.482458E-07   0.148393E-06   0.224819E-04   0.930653E-06
    37   0.111663E+04   0.184700E+01   0.104048E-02   0.544461E-01   0.995699E-03   0.184700E+01   0.441467E-01  -0.108977E-05   0.368486E-05   0.480114E-07   0.104048E-02  -0.108977E-05   0.130770E-06   0.671535E-05   0.147951E-06   0.544461E-01   0.368486E-05   0.671535E-05   0.190893E-02   0.230573E-04   0.995699E-03   0.480114E-07   0.147951E-06   0.230573E-04   0.948730E-06
    38   0.113337E+04   0.180141E+01   0.101393E-02   0.530833E-01   0.968720E-03   0.180141E+01   0.482719E-01  -0.100173E-05   0.360347E-05   0.469443E-07   0.101393E-02  -0.100173E-05   0.130383E-06   0.671817E-05   0.147468E-06   0.530833E-01   0.360347E-05   0.671817E-05   0.195845E-02   0.236198E-04   0.968720E-03   0.469443E-07   0.147468E-06   0.236198E-04   0.966385E-06
    39   0.115036E+04   0.174690E+01   0.988173E-03   0.517534E-01   0.942749E-03   0.174690E+01   0.526647E-01  -0.896635E-06   0.345011E-05   0.452126E-07   0.988173E-03  -0.896635E-06   0.129959E-06   0.671661E-05   0.146947E-06   0.517534E-01   0.345011E-05   0.671661E-05   0.200661E-02   0.241704E-04   0.942749E-03   0.452126E-07   0.146947E-06   0.241704E-04   0.983625E-06
    40   0.116753E+04   0.168312E+01   0.963450E-03   0.504586E-01   0.917761E-03   0.168312E+01   0.573121E-01  -0.786917E-06   0.325638E-05   0.430853E-07   0.963450E-03  -0.786917E-06   0.129499E-06   0.671128E-05   0.146393E-06   0.504586E-01   0.325638E-05   0.671128E-05   0.205350E-02   0.247105E-04   0.917761E-03   0.430853E-07   0.146393E-06   0.247105E-04   0.100046E-05
    41   0.118482E+04   0.160995E+01   0.939960E-03   0.492007E-01   0.893733E-03   0.160995E+01   0.622055E-01  -0.683436E-06   0.304857E-05   0.407807E-07   0.939960E-03  -0.683436E-06   0.129006E-06   0.670274E-05   0.145809E-06   0.492007E-01   0.304857E-05   0.670274E-05   0.209922E-02   0.252413E-04   0.893733E-03   0.407807E-07   0.145809E-06   0.252413E-04   0.101688E-05
    42   0.120221E+04   0.152802E+01   0.917641E-03   0.479808E-01   0.870626E-03   0.152802E+01   0.673550E-01  -0.590748E-06   0.283170E-05   0.383130E-07   0.917641E-03  -0.590748E-06   0.128482E-06   0.669149E-05   0.145199E-06   0.479808E-01   0.283170E-05   0.669149E-05   0.214392E-02   0.257640E-04   0.870626E-03   0.383130E-07   0.145199E-06   0.257640E-04   0.103292E-05
    43   0.121974E+04   0.143777E+01   0.896365E-03   0.467996E-01   0.848401E-03   0.143777E+01   0.727751E-01  -0.511829E-06   0.260544E-05   0.356456E-07   0.896365E-03  -0.511829E-06   0.127930E-06   0.667802E-05   0.144566E-06   0.467996E-01   0.260544E-05   0.667802E-05   0.218773E-02   0.262799E-04   0.848401E-03   0.356456E-07   0.144566E-06   0.262799E-04   0.104856E-05
    44   0.123744E+04   0.133800E+01   0.876007E-03   0.456578E-01   0.827016E-03   0.133800E+01   0.784780E-01  -0.449659E-06   0.236950E-05   0.327415E-07   0.876007E-03  -0.449659E-06   0.127352E-06   0.666280E-05   0.143915E-06   0.456578E-01   0.236950E-05   0.666280E-05   0.223079E-02   0.267904E-04   0.827016E-03   0.327415E-07   0.143915E-06   0.267904E-04   0.106384E-05
    45   0.125538E+04   0.122724E+01   0.856440E-03   0.445562E-01   0.806432E-03   0.122724E+01   0.844733E-01  -0.407214E-06   0.212357E-05   0.295642E-07   0.856440E-03  -0.407214E-06   0.126751E-06   0.664632E-05   0.143247E-06   0.445562E-01   0.212357E-05   0.664632E-05   0.227325E-02   0.272967E-04   0.806432E-03   0.295642E-07   0.143247E-06   0.272967E-04   0.107875E-05
    46   0.127353E+04   0.110451E+01   0.837547E-03   0.434954E-01   0.786610E-03   0.110451E+01   0.907651E-01  -0.385831E-06   0.187015E-05   0.261230E-07   0.837547E-03  -0.385831E-06   0.126129E-06   0.662901E-05   0.142566E-06   0.434954E-01   0.187015E-05   0.662901E-05   0.231524E-02   0.278000E-04   0.786610E-03   0.261230E-07   0.142566E-06   0.278000E-04   0.109331E-05
    47   0.129188E+04   0.969012E+00   0.819253E-03   0.424749E-01   0.767518E-03   0.969012E+00   0.973482E-01  -0.380282E-06   0.162298E-05   0.226118E-07   0.819253E-03  -0.380282E-06   0.125487E-06   0.661119E-05   0.141875E-06   0.424749E-01   0.162298E-05   0.661119E-05   0.235689E-02   0.283012E-04   0.767518E-03   0.226118E-07   0.141875E-06   0.283012E-04   0.110752E-05
    48   0.131039E+04   0.819981E+00   0.801489E-03   0.414941E-01   0.749126E-03   0.819981E+00   0.104208E+00  -0.383696E-06   0.139860E-05   0.192710E-07   0.801489E-03  -0.383696E-06   0.124828E-06   0.659311E-05   0.141175E-06   0.414941E-01   0.139860E-05   0.659311E-05   0.239834E-02   0.288012E-04   0.749126E-03   0.192710E-07   0.141175E-06   0.288012E-04   0.112139E-05
    49   0.132906E+04   0.656723E+00   0.784188E-03   0.405523E-01   0.731403E-03   0.656723E+00   0.111330E+00  -0.389201E-06   0.121356E-05   0.163406E-07   0.784188E-03  -0.389201E-06   0.124152E-06   0.657506E-05   0.140467E-06   0.405523E-01   0.121356E-05   0.657506E-05   0.243971E-02   0.293007E-04   0.731403E-03   0.163406E-07   0.140467E-06   0.293007E-04   0.113493E-05
    50   0.134796E+04   0.478684E+00   0.767285E-03   0.396490E-01   0.714319E-03   0.478684E+00   0.118709E+00  -0.389928E-06   0.108442E-05   0.140608E-07   0.767285E-03  -0.389928E-06   0.123463E-06   0.655729E-05   0.139754E-06   0.396490E-01   0.108442E-05   0.655729E-05   0.248113E-02   0.298006E-04   0.714319E-03   0.140608E-07   0.139754E-06   0.298006E-04   0.114814E-05
    51   0.136713E+04   0.285749E+00   0.750738E-03   0.387833E-01   0.697845E-03   0.285749E+00   0.126345E+00  -0.381276E-06   0.102201E-05   0.126103E-07   0.750738E-03  -0.381276E-06   0.122760E-06   0.654006E-05   0.139037E-06   0.387833E-01   0.102201E-05   0.654006E-05   0.252272E-02   0.303016E-04   0.697845E-03   0.126103E-07   0.139037E-06   0.303016E-04   0.116104E-05
    52   0.138653E+04   0.793646E-01   0.734616E-03   0.379541E-01   0.681954E-03   0.793646E-01   0.134250E+00  -0.367721E-06   0.101444E-05   0.119216E-07   0.734616E-03  -0.367721E-06   0.122046E-06   0.652348E-05   0.138316E-06   0.379541E-01   0.101444E-05   0.652348E-05   0.256457E-02   0.308041E-04   0.681954E-03   0.119216E-07   0.138316E-06   0.308041E-04   0.117361E-05
    53   0.140609E+04  -0.138844E+00   0.719016E-03   0.371600E-01   0.666620E-03  -0.138844E+00   0.142433E+00  -0.356013E-06   0.104408E-05   0.118661E-07   0.719016E-03  -0.356013E-06   0.121320E-06   0.650765E-05   0.137593E-06   0.371600E-01   0.104408E-05   0.650765E-05   0.260677E-02   0.313081E-04   0.666620E-03   0.118661E-07   0.137593E-06   0.313081E-04   0.118588E-05
    54   0.142578E+04  -0.368112E+00   0.704032E-03   0.363999E-01   0.651818E-03  -0.368112E+00   0.150906E+00  -0.352899E-06   0.109332E-05   0.123147E-07   0.704032E-03  -0.352899E-06   0.120585E-06   0.649266E-05   0.136868E-06   0.363999E-01   0.109332E-05   0.649266E-05   0.264939E-02   0.318140E-04   0.651818E-03   0.123147E-07   0.136868E-06   0.318140E-04   0.119784E-05
    55   0.144561E+04  -0.608041E+00   0.689761E-03   0.356725E-01   0.637521E-03  -0.608041E+00   0.159683E+00  -0.365127E-06   0.114457E-05   0.131386E-07   0.689761E-03  -0.365127E-06   0.119842E-06   0.647861E-05   0.136142E-06   0.356725E-01   0.114457E-05   0.647861E-05   0.269252E-02   0.323218E-04   0.637521E-03   0.131386E-07   0.136142E-06   0.323218E-04   0.120950E-05
    56   0.146568E+04  -0.859089E+00   0.676254E-03   0.349763E-01   0.623705E-03  -0.859089E+00   0.168765E+00  -0.396587E-06   0.118256E-05   0.142005E-07   0.676254E-03  -0.396587E-06   0.119090E-06   0.646558E-05   0.135415E-06   0.349763E-01   0.118256E-05   0.646558E-05   0.273621E-02   0.328318E-04   0.623705E-03   0.142005E-07   0.135415E-06   0.328318E-04   0.122086E-05
    57   0.148609E+04  -0.112257E+01   0.663389E-03   0.343100E-01   0.610349E-03  -0.112257E+01   0.178146E+00  -0.439741E-06   0.120144E-05   0.153283E-07   0.663389E-03  -0.439741E-06   0.118331E-06   0.645354E-05   0.134688E-06   0.343100E-01   0.120144E-05   0.645354E-05   0.278051E-02   0.333435E-04   0.610349E-03   0.153283E-07   0.134688E-06   0.333435E-04   0.123192E-05
    58   0.150680E+04  -0.139932E+01   0.650999E-03   0.336719E-01   0.597432E-03  -0.139932E+01   0.187817E+00  -0.484193E-06   0.119772E-05   0.163418E-07   0.650999E-03  -0.484193E-06   0.117566E-06   0.644248E-05   0.133961E-06   0.336719E-01   0.119772E-05   0.644248E-05   0.282542E-02   0.338566E-04   0.597432E-03   0.163418E-07   0.133961E-06   0.338566E-04   0.124269E-05
    59   0.152772E+04  -0.168990E+01   0.638917E-03   0.330605E-01   0.584935E-03  -0.168990E+01   0.197773E+00  -0.519548E-06   0.116791E-05   0.170603E-07   0.638917E-03  -0.519548E-06   0.116794E-06   0.643235E-05   0.133233E-06   0.330605E-01   0.116791E-05   0.643235E-05   0.287095E-02   0.343708E-04   0.584935E-03   0.170603E-07   0.133233E-06   0.343708E-04   0.125317E-05
    60   0.154882E+04  -0.199445E+01   0.626978E-03   0.324741E-01   0.572837E-03  -0.199445E+01   0.207997E+00  -0.535409E-06   0.110851E-05   0.173035E-07   0.626978E-03  -0.535409E-06   0.116017E-06   0.642313E-05   0.132505E-06   0.324741E-01   0.110851E-05   0.642313E-05   0.291713E-02   0.348855E-04   0.572837E-03   0.173035E-07   0.132505E-06   0.348855E-04   0.126336E-05
    61   0.157011E+04  -0.231298E+01   0.615062E-03   0.319114E-01   0.561120E-03  -0.231298E+01   0.218479E+00  -0.525917E-06   0.101845E-05   0.169492E-07   0.615062E-03  -0.525917E-06   0.115235E-06   0.641478E-05   0.131777E-06   0.319114E-01   0.101845E-05   0.641478E-05   0.296395E-02   0.354005E-04   0.561120E-03   0.169492E-07   0.131777E-06   0.354005E-04   0.127326E-05
    62   0.159159E+04  -0.264530E+01   0.603240E-03   0.313710E-01   0.549768E-03  -0.264530E+01   0.229214E+00  -0.503354E-06   0.906382E-06   0.161084E-07   0.603240E-03  -0.503354E-06   0.114449E-06   0.640723E-05   0.131050E-06   0.313710E-01   0.906382E-06   0.640723E-05   0.301139E-02   0.359151E-04   0.549768E-03   0.161084E-07   0.131050E-06   0.359151E-04   0.128288E-05
    63   0.161331E+04  -0.299118E+01   0.591633E-03   0.308516E-01   0.538769E-03  -0.299118E+01   0.240202E+00  -0.484537E-06   0.783357E-06   0.149506E-07   0.591633E-03  -0.484537E-06   0.113660E-06   0.640042E-05   0.130323E-06   0.308516E-01   0.783357E-06   0.640042E-05   0.305940E-02   0.364289E-04   0.538769E-03   0.149506E-07   0.130323E-06   0.364289E-04   0.129223E-05
    64   0.163525E+04  -0.335040E+01   0.580360E-03   0.303520E-01   0.528109E-03  -0.335040E+01   0.251442E+00  -0.486283E-06   0.660443E-06   0.136452E-07   0.580360E-03  -0.486283E-06   0.112869E-06   0.639427E-05   0.129598E-06   0.303520E-01   0.660443E-06   0.639427E-05   0.310796E-02   0.369412E-04   0.528109E-03   0.136452E-07   0.129598E-06   0.369412E-04   0.130132E-05
    65   0.165745E+04  -0.372279E+01   0.569540E-03   0.298709E-01   0.517775E-03  -0.372279E+01   0.262934E+00  -0.525411E-06   0.548705E-06   0.123616E-07   0.569540E-03  -0.525411E-06   0.112076E-06   0.638871E-05   0.128875E-06   0.298709E-01   0.548705E-06   0.638871E-05   0.315703E-02   0.374515E-04   0.517775E-03   0.123616E-07   0.128875E-06   0.374515E-04   0.131016E-05
    66   0.167995E+04  -0.410825E+01   0.559262E-03   0.294071E-01   0.507753E-03  -0.410825E+01   0.274674E+00  -0.611781E-06   0.456752E-06   0.112357E-07   0.559262E-03  -0.611781E-06   0.111283E-06   0.638367E-05   0.128155E-06   0.294071E-01   0.456752E-06   0.638367E-05   0.320656E-02   0.379593E-04   0.507753E-03   0.112357E-07   0.128155E-06   0.379593E-04   0.131876E-05
    67   0.170274E+04  -0.450612E+01   0.549497E-03   0.289594E-01   0.498029E-03  -0.450612E+01   0.286654E+00  -0.727431E-06   0.383362E-06   0.102697E-07   0.549497E-03  -0.727431E-06   0.110491E-06   0.637904E-05   0.127437E-06   0.289594E-01   0.383362E-06   0.637904E-05   0.325647E-02   0.384638E-04   0.498029E-03   0.102697E-07   0.127437E-06   0.384638E-04   0.132712E-05
